name,original_sic,kovrr_sic,address,country_code,industry,domain,revenue,num_of_employee,source
cokal ltd (asx:cka),14,14,"brisbane, queensland, australia",AU,NA,cokal.com.au,NA,-1,more missing 190626
mach energy australia pty ltd,14,14,"brisbane, queensland, australia",AU,NA,machenergyaustralia.com.au,NA,-1,more missing 190626
corescan pty ltd,14,14,"ascot, victoria, australia",AU,NA,corescan.com.au,NA,-1,more missing 190626
axt pty ltd,14,14,"warriewood, new south wales, australia",AU,NA,axt.com.au,NA,-1,more missing 190626
conveyor products & solutions,14,14,"welshpool, western australia, australia",AU,NA,cpsconveyors.com.au,NA,-1,more missing 190626
pulse mining systems,14,14,"thornton, queensland, australia",AU,NA,pulsemining.com.au,NA,-1,more missing 190626
asf group ltd,14,14,"sydney, new south wales, australia",AU,NA,asfgroupltd.com,NA,-1,more missing 190626
globaltech corporation pty ltd,14,14,"canning vale, western australia, australia",AU,NA,globaltech.com.au,NA,-1,more missing 190626
baobab resources plc,14,14,"fremantle, western australia, australia",AU,NA,baobabresources.com,NA,-1,more missing 190626
sundance resources ltd,14,14,"perth, western australia, australia",AU,NA,sundanceresources.com.au,NA,-1,more missing 190626
precision screen,14,14,"brisbane, queensland, australia",AU,NA,precisionscreen.com.au,NA,-1,more missing 190626
ati solutions group pty ltd,14,14,"perth, western australia, australia",AU,NA,atisolutionsgroup.com.au,NA,-1,more missing 190626
traverse drilling international,14,14,"brisbane, queensland, australia",AU,NA,traversedrilling.com,NA,-1,more missing 190626
robust resources limited,14,14,"sydney, new south wales, australia",AU,NA,robustresources.com.au,NA,-1,more missing 190626
ernest henry mining pty ltd,14,14,"cloncurry, queensland, australia",AU,NA,mim.com.au,NA,-1,more missing 190626
middlemount south,14,14,"brisbane, queensland, australia",AU,NA,middlemountsouth.com,NA,-1,more missing 190626
platinum australia limited,14,14,"perth, western australia, australia",AU,NA,platinumaus.com,NA,-1,more missing 190626
nagrom the mineral processor,14,14,"kelmscott, western australia, australia",AU,NA,nagrom.com.au,NA,-1,more missing 190626
dsi underground (apac),14,14,"bennetts green, new south wales, australia",AU,NA,dsiunderground.com.au,NA,-1,more missing 190626
dt hiload,14,14,"perth, western australia, australia",AU,NA,dthiload.com,NA,-1,more missing 190626
orinoco gold limited,14,14,"perth, western australia, australia",AU,NA,orinocogold.com,NA,-1,more missing 190626
ae projects pty ltd,14,14,"melbourne street station, queensland, australia",AU,NA,ae-projects.com.au,NA,-1,more missing 190626
gold fields australasia,14,14,"perth, western australia, australia",AU,NA,goldfields.com.au,NA,-1,more missing 190626
firestorm fire protection pty ltd,14,14,"rutherford, new south wales, australia",AU,NA,firestormgroup.com.au,NA,-1,more missing 190626
mine & quarry service co pty ltd,14,14,"adelaide, south australia, australia",AU,NA,www.mqsco.com.au,NA,-1,more missing 190626
blh group of companies,14,14,"beauty point, tasmania, australia",AU,NA,blhgroupservices.com,NA,-1,more missing 190626
chalice gold mines,14,14,"perth, western australia, australia",AU,NA,chalicegold.com,NA,-1,more missing 190626
charles hull contracting co. pty ltd,14,14,"waroona, western australia, australia",AU,NA,charleshull.com.au,NA,-1,more missing 190626
ozland drilling and blasting services pty ltd,14,14,"yangebup, western australia, australia",AU,NA,ozlanddbs.com.au,NA,-1,more missing 190626
abm contractors pty ltd,14,14,"emerald, queensland, australia",AU,NA,abmcontractors.com.au,NA,-1,more missing 190626
smart staff international,14,14,"manunda, queensland, australia",AU,NA,smartstaffinternational.com,NA,-1,more missing 190626
reflex - intelligence on demand,14,14,"perth, western australia, australia",AU,NA,reflexnow.com,NA,-1,more missing 190626
xstract mining consultants,14,14,"perth, western australia, australia",AU,NA,xstractgroup.com,NA,-1,more missing 190626
exact mining services pty ltd,14,14,"adelaide, south australia, australia",AU,NA,exactmining.com.au,NA,-1,more missing 190626
terra search pty. ltd.,14,14,"currajong, queensland, australia",AU,NA,terrasearch.com.au,NA,-1,more missing 190626
coal mine services,14,14,"redhead, new south wales, australia",AU,NA,coalmineservices.com.au,NA,-1,more missing 190626
cranecorp australia,14,14,"henderson, western australia, australia",AU,NA,cranecorpaustralia.com.au,NA,-1,more missing 190626
kings engineering,14,14,"rutherford, new south wales, australia",AU,NA,pwgking.com.au,NA,-1,more missing 190626
stella industrial pty ltd,14,14,"kwinana, western australia, australia",AU,NA,stellaindustrial.com.au,NA,-1,more missing 190626
jacon technologies pty ltd,14,14,"sydney, new south wales, australia",AU,NA,jacon.com.au,NA,-1,more missing 190626
steelcon chimney esbjerg a/s,14,14,"denmark, western australia, australia",AU,NA,steelcon.dk,NA,-1,more missing 190626
orionstone pty ltd,14,14,"mackay, queensland, australia",AU,NA,orionstone.com.au,NA,-1,more missing 190626
mcarthur river mining pty. ltd.,14,14,"winnellie, northern territory, australia",AU,NA,mcarthurrivermine.com.au,NA,-1,more missing 190626
emtek pty ltd,14,14,"melbourne, victoria, australia",AU,NA,emtek.com.au,NA,-1,more missing 190626
bard engineering,14,14,"brisbane, queensland, australia",AU,NA,bardengineering.com.au,NA,-1,more missing 190626
alfabs group,14,14,"kurri kurri, new south wales, australia",AU,NA,alfabs.com.au,NA,-1,more missing 190626
the moultrie group,14,14,"brisbane, queensland, australia",AU,NA,moultrie.com.au,NA,-1,more missing 190626
ppk group limted,14,14,"brisbane, queensland, australia",AU,NA,ppkgroup.com.au,NA,-1,more missing 190626
cor cooling pty ltd,14,14,"murarrie, queensland, australia",AU,NA,corcooling.com.au,NA,-1,more missing 190626
southern geoscience consultants,14,14,"perth, western australia, australia",AU,NA,sgc.com.au,NA,-1,more missing 190626
allocated bullion exchange - abx,14,14,"brisbane, queensland, australia",AU,NA,abx.com,NA,-1,more missing 190626
bambach specialised and industrial cables,14,14,"sydney, new south wales, australia",AU,NA,bambachcables.com.au,NA,-1,more missing 190626
penrith lakes development corporation pty ltd,14,14,"castlereagh, new south wales, australia",AU,NA,penrithlakes.com.au,NA,-1,more missing 190626
delta automation,14,14,"rutherford, new south wales, australia",AU,NA,delta-automation.com.au,NA,-1,more missing 190626
midwest vanadium pty ltd,14,14,"perth, western australia, australia",AU,NA,atlanticltd.com.au,NA,-1,more missing 190626
truflo pumping systems,14,14,"bathurst, new south wales, australia",AU,NA,truflopumps.com.au,NA,-1,more missing 190626
total steel of australia pty ltd,14,14,"engadine, new south wales, australia",AU,NA,totalsteel.com.au,NA,-1,more missing 190626
havilah resources limited,14,14,"adelaide, south australia, australia",AU,NA,havilah-resources.com.au,NA,-1,more missing 190626
hughes drilling ltd (asx:hdx),14,14,"yatala, queensland, australia",AU,NA,hughesdrilling.com.au,NA,-1,more missing 190626
iron road limited,14,14,"adelaide, south australia, australia",AU,NA,ironroadlimited.com.au,NA,-1,more missing 190626
cloonmore pty ltd,14,14,"perth, western australia, australia",AU,NA,cloonmore.com,NA,-1,more missing 190626
minerals council of australia,14,14,"forrest, illinois, united states",AU,NA,minerals.org.au,NA,-1,more missing 190626
sro technology,14,14,"taren point, new south wales, australia",AU,NA,srotechnology.com,NA,-1,more missing 190626
sigra pty ltd,14,14,"brisbane, queensland, australia",AU,NA,sigra.com.au,NA,-1,more missing 190626
tzmi,14,14,"burswood, western australia, australia",AU,NA,tzmi.com,NA,-1,more missing 190626
dgi trading,14,14,"kempsey, new south wales, australia",AU,NA,dgitrading.com,NA,-1,more missing 190626
ops screening & crushing equipment pty ltd,14,14,"kewdale, western australia, australia",AU,NA,opsaust.com.au,NA,-1,more missing 190626
australia-africa minerals & energy group (aameg),14,14,"perth, western australia, australia",AU,NA,aamig.com,NA,-1,more missing 190626
safety and emergency training services,14,14,"balcatta, western australia, australia",AU,NA,setservices.com.au,NA,-1,more missing 190626
seam surveys pty ltd,14,14,"bongaree, queensland, australia",AU,NA,seamsurveys.com.au,NA,-1,more missing 190626
the simulus group,14,14,"perth, western australia, australia",AU,NA,thesimulusgroup.com.au,NA,-1,more missing 190626
akwa-worx pty ltd,14,14,"caboolture, queensland, australia",AU,NA,akwaworx.com.au,NA,-1,more missing 190626
agility project logistics pty ltd,14,14,"eagle farm, queensland, australia",AU,NA,agilitylogistics.com.au,NA,-1,more missing 190626
ulbrich products pty ltd,14,14,"bundoora, victoria, australia",AU,NA,ulbrich.com.au,NA,-1,more missing 190626
davies wear plate systems,14,14,"belmont, western australia, australia",AU,NA,davieswps.com,NA,-1,more missing 190626
cockatoo coal ltd.,14,14,"brisbane, queensland, australia",AU,NA,cockatoocoal.com.au,NA,-1,more missing 190626
tunra bulk solids,14,14,"shortland, new south wales, australia",AU,NA,bulksolids.com.au,NA,-1,more missing 190626
earth data pty ltd,14,14,"thornton, queensland, australia",AU,NA,earthdata.com.au,NA,-1,more missing 190626
map to mine pty ltd,14,14,"townsville, queensland, australia",AU,NA,maptomine.com.au,NA,-1,more missing 190626
dynamics g-ex,14,14,"gympie, queensland, australia",AU,NA,dynamicsgex.com.au,NA,-1,more missing 190626
balance advisory,14,14,"brisbane, queensland, australia",AU,NA,balanceadvisory.com,NA,-1,more missing 190626
dra pacific,14,14,"brisbane, queensland, australia",AU,NA,drap.com.au,NA,-1,more missing 190626
gnomic exploration services,14,14,"townsville, queensland, australia",AU,NA,gnomic.com.au,NA,-1,more missing 190626
thomson resources,14,14,"st leonards, new south wales, australia",AU,NA,thomsonresources.com.au,NA,-1,more missing 190626
nautitech mining systems p/l,14,14,"castle hill, new south wales, australia",AU,NA,ntms.com,NA,-1,more missing 190626
gpph & associates,14,14,"maitland, new south wales, australia",AU,NA,gpph.com.au,NA,-1,more missing 190626
zonge engineering & research organization (aust) pty ltd,14,14,"edwardstown, south australia, australia",AU,NA,zonge.com.au,NA,-1,more missing 190626
orway mineral consultants,14,14,"east perth, western australia, australia",AU,NA,orway.com.au,NA,-1,more missing 190626
advanced engineering group (aeg),14,14,"richlands, new south wales, australia",AU,NA,advanced-engineering-group.com,NA,-1,more missing 190626
quarry mining and construction equipment pty ltd,14,14,"beresfield, new south wales, australia",AU,NA,quarrymining.com,NA,-1,more missing 190626
ussa global,14,14,"perth, western australia, australia",AU,NA,ussaglobal.com,NA,-1,more missing 190626
austdac,14,14,"castle hill, new south wales, australia",AU,NA,austdac.com.au,NA,-1,more missing 190626
ac whalan & company pty ltd,14,14,"singleton, new south wales, australia",AU,NA,acwhalan.com.au,NA,-1,more missing 190626
geos mining,14,14,"milsons point, new south wales, australia",AU,NA,geosmining.com,NA,-1,more missing 190626
elical pty ltd,14,14,"brisbane, queensland, australia",AU,NA,elical.com.au,NA,-1,more missing 190626
g&g mining fabrication,14,14,"hazelmere, western australia, australia",AU,NA,ggminingfab.com,NA,-1,more missing 190626
haultrax,14,14,"perth, western australia, australia",AU,NA,haultrax.com,NA,-1,more missing 190626
metrix group pty ltd,14,14,"bayswater, victoria, australia",AU,NA,metrixgroup.com.au,NA,-1,more missing 190626
blast movement technologies,14,14,"seventeen mile rocks, queensland, australia",AU,NA,bmt.com.au,NA,-1,more missing 190626
enerflow mining services,14,14,"landsdale, western australia, australia",AU,NA,enerflow.com.au,NA,-1,more missing 190626
talisman mining ltd,14,14,"subiaco, western australia, australia",AU,NA,talismanmining.com.au,NA,-1,more missing 190626
minsafe pty ltd,14,14,"buderim, queensland, australia",AU,NA,minsafe.com,NA,-1,more missing 190626
mincor resources nl,14,14,"perth, western australia, australia",AU,NA,mincor.com.au,NA,-1,more missing 190626
orelogy,14,14,"perth, western australia, australia",AU,NA,orelogy.com,NA,-1,more missing 190626
abm resources,14,14,"nedlands, western australia, australia",AU,NA,abmresources.com.au,NA,-1,more missing 190626
bedrockmg,14,14,"melbourne, victoria, australia",AU,NA,bedrockmg.com,NA,-1,more missing 190626
vm drilling pty ltd,14,14,"kalgoorlie, western australia, australia",AU,NA,vmdrilling.com.au,NA,-1,more missing 190626
equipment placement,14,14,"perth, western australia, australia",AU,NA,equipmentplacement.com.au,NA,-1,more missing 190626
boton conveyor services,14,14,"perth, western australia, australia",AU,NA,botoncs.com.au,NA,-1,more missing 190626
optiro,14,14,"perth, western australia, australia",AU,NA,optiro.com,NA,-1,more missing 190626
l&m radiator pty ltd,14,14,"welshpool, western australia, australia",AU,NA,mesabi.com.au,NA,-1,more missing 190626
ranger drilling,14,14,"perth, western australia, australia",AU,NA,rangerdrilling.com.au,NA,-1,more missing 190626
kinder & co pty ltd,14,14,"braeside, queensland, australia",AU,NA,kinder.com.au,NA,-1,more missing 190626
hagstrom drilling,14,14,"perth, western australia, australia",AU,NA,hagstromdrilling.com.au,NA,-1,more missing 190626
promet engineers pty ltd,14,14,"perth, western australia, australia",AU,NA,promet.com.au,NA,-1,more missing 190626
stanmore coal limited,14,14,"brisbane, queensland, australia",AU,NA,stanmorecoal.com.au,NA,-1,more missing 190626
mrc mineral commodities,14,14,"welshpool, western australia, australia",AU,NA,mineralcommodities.com,NA,-1,more missing 190626
buel pty ltd,14,14,"alexandria, new south wales, australia",AU,NA,buel.com.au,NA,-1,more missing 190626
interlate,14,14,"brisbane, queensland, australia",AU,NA,interlate.com,NA,-1,more missing 190626
metzke pty ltd,14,14,"perth, western australia, australia",AU,NA,metzke.com.au,NA,-1,more missing 190626
west core drilling pty ltd,14,14,"guildford, western australia, australia",AU,NA,westcore.com.au,NA,-1,more missing 190626
navigator resources,14,14,"perth, western australia, australia",AU,NA,navigatorresources.com.au,NA,-1,more missing 190626
t&g corporation pty ltd,14,14,"perth, western australia, australia",AU,NA,t-gcorp.com,NA,-1,more missing 190626
landtrack systems,14,14,"bassendean, western australia, australia",AU,NA,landtracksystems.com.au,NA,-1,more missing 190626
australian ceramics engineering,14,14,"wangara, western australia, australia",AU,NA,australce.com,NA,-1,more missing 190626
k&k electrical services,14,14,"bunbury, western australia, australia",AU,NA,kkelectrical.com.au,NA,-1,more missing 190626
shenhua watermark coal pty ltd,14,14,"gunnedah, new south wales, australia",AU,NA,shenhuawatermark.com,NA,-1,more missing 190626
elphinstone group pty ltd,14,14,"pinjarra, western australia, australia",AU,NA,emsgroup.net.au,NA,-1,more missing 190626
breaker resources nl,14,14,"perth, western australia, australia",AU,NA,breakerresources.com.au,NA,-1,more missing 190626
cape crushing & earthmoving,14,14,"perth, western australia, australia",AU,NA,capecrushing.com.au,NA,-1,more missing 190626
surtech systems,14,14,"perth, western australia, australia",AU,NA,surtech.com.au,NA,-1,more missing 190626
metro mining ltd (asx:mmi),14,14,"brisbane, queensland, australia",AU,NA,metromining.com.au,NA,-1,more missing 190626
singleton engineering solutions,14,14,"hendra, queensland, australia",AU,NA,singletonsolutions.com.au,NA,-1,more missing 190626
striker crushing & screening pty ltd,14,14,"henderson, western australia, australia",AU,NA,strikercrushing.com,NA,-1,more missing 190626
expedio - always accurate data,14,14,"perth, western australia, australia",AU,NA,expedio.com.au,NA,-1,more missing 190626
goldfields equipment,14,14,"kalgoorlie, western australia, australia",AU,NA,goldfieldsequipment.com.au,NA,-1,more missing 190626
bbe consulting (australasia),14,14,"perth, western australia, australia",AU,NA,bbegroup.com.au,NA,-1,more missing 190626
rulmeca melco australia pty ltd,14,14,"brisbane, queensland, australia",AU,NA,melcoconveyors.com,NA,-1,more missing 190626
diamantina shire council,14,14,"bedourie, queensland, australia",AU,NA,diamantina.qld.gov.au,NA,-1,more missing 190626
a&b mylec pty ltd,14,14,"rockhampton, queensland, australia",AU,NA,abmylec.com.au,NA,-1,more missing 190626
sandpit innovation pty ltd,14,14,"perth, western australia, australia",AU,NA,sandpitinnovation.com,NA,-1,more missing 190626
intech engineers pty ltd,14,14,"fortitude valley, queensland, australia",AU,NA,intechengineers.com.au,NA,-1,more missing 190626
pinnacle drilling pty ltd,14,14,"orange, new south wales, australia",AU,NA,pinnacledrilling.com.au,NA,-1,more missing 190626
mpa surveying pty ltd,14,14,"brisbane, queensland, australia",AU,NA,mpasurveying.com.au,NA,-1,more missing 190626
ib international,14,14,"brisbane, queensland, australia",AU,NA,ibinternational.com.au,NA,-1,more missing 190626
advanced mining production systems - 'your partner in tech services',14,14,"fremantle, western australia, australia",AU,NA,advancedminingproduction.com,NA,-1,more missing 190626
crosslands resources ltd,14,14,"perth, western australia, australia",AU,NA,crosslands.com.au,NA,-1,more missing 190626
amira international ltd.,14,14,"melbourne, victoria, australia",AU,NA,amirainternational.com,NA,-1,more missing 190626
ems group pty ltd,14,14,"dubbo, new south wales, australia",AU,NA,emsgp.com.au,NA,-1,more missing 190626
guma icrg,14,14,"perth, western australia, australia",AU,NA,guma.com.au,NA,-1,more missing 190626
bostech drilling,14,14,"perth, western australia, australia",AU,NA,bostech.com.au,NA,-1,more missing 190626
velseis pty. ltd.,14,14,"brisbane, queensland, australia",AU,NA,velseis.com,NA,-1,more missing 190626
mincore,14,14,"melbourne, victoria, australia",AU,NA,mincore.com.au,NA,-1,more missing 190626
resco services pty ltd,14,14,"singleton, new south wales, australia",AU,NA,resco.com.au,NA,-1,more missing 190626
capability resources,14,14,"singleton, new south wales, australia",AU,NA,capres.com.au,NA,-1,more missing 190626
readi,14,14,"perth, western australia, australia",AU,NA,readi.net.au,NA,-1,more missing 190626
mickala mining & mickala piping systems,14,14,"paget, queensland, australia",AU,NA,mickalamining.com.au,NA,-1,more missing 190626
environmental clean technologies limited,14,14,"melbourne, victoria, australia",AU,NA,ectltd.com.au,NA,-1,more missing 190626
extension hill pty ltd,14,14,"perth, western australia, australia",AU,NA,asiairon.com.au,NA,-1,more missing 190626
accumax global,14,14,"perth, western australia, australia",AU,NA,accumaxglobal.com.au,NA,-1,more missing 190626
kidman resources ltd,14,14,"melbourne, victoria, australia",AU,NA,kidmanresources.com.au,NA,-1,more missing 190626
austin engineering,14,14,"victoria park, western australia, australia",AU,NA,austinengineering.com.au,NA,-1,more missing 190626
horan steel holdings pty ltd,14,14,"wetherill park, new south wales, australia",AU,NA,horansteel.com.au,NA,-1,more missing 190626
mine engineers pty ltd,14,14,"green hills, south australia, australia",AU,NA,mineengineers.com.au,NA,-1,more missing 190626
c & m leussink engineering,14,14,"unanderra, new south wales, australia",AU,NA,leussink.com.au,NA,-1,more missing 190626
oceanagold corporation,14,14,"melbourne, victoria, australia",AU,NA,oceanagold.com.au,NA,-1,more missing 190626
site workready,14,14,"perth, western australia, australia",AU,NA,siteworkready.com,NA,-1,more missing 190626
fleetco,14,14,"melbourne street station, queensland, australia",AU,NA,fleetco.com.au,NA,-1,more missing 190626
southern gold limited,14,14,"north adelaide, south australia, australia",AU,NA,southerngold.com.au,NA,-1,more missing 190626
mining industry skills centre,14,14,"spring hill, queensland, australia",AU,NA,miskillscentre.com.au,NA,-1,more missing 190626
sarama resources,14,14,"perth, western australia, australia",AU,NA,saramaresources.com,NA,-1,more missing 190626
allplates,14,14,"molendinar, queensland, australia",AU,NA,allplates.com.au,NA,-1,more missing 190626
queensland magnesia,14,14,"brisbane, queensland, australia",AU,NA,qmag.com.au,NA,-1,more missing 190626
888 crushing and screening equipment pty ltd,14,14,"oldbury, western australia, australia",AU,NA,888cse.com.au,NA,-1,more missing 190626
kasbah resources limited,14,14,"perth, western australia, australia",AU,NA,kasbahresources.com,NA,-1,more missing 190626
moorvale earthmoving,14,14,"paget, queensland, australia",AU,NA,moorvale.com.au,NA,-1,more missing 190626
cbm (coneyor belt monitoring) international pty ltd,14,14,"warriewood, new south wales, australia",AU,NA,cbmi.com.au,NA,-1,more missing 190626
safescape,14,14,"golden square, victoria, australia",AU,NA,safescape.net.au,NA,-1,more missing 190626
port kembla coal terminal limited,14,14,"keiraville, new south wales, australia",AU,NA,pkct.com.au,NA,-1,more missing 190626
allplant auto electrics,14,14,"perth, western australia, australia",AU,NA,allplantautoelectrics.com.au,NA,-1,more missing 190626
copperchem ltd,14,14,"brisbane, queensland, australia",AU,NA,copperchem.com.au,NA,-1,more missing 190626
global product search,14,14,"mackay, queensland, australia",AU,NA,globalproductsearch.com.au,NA,-1,more missing 190626
rift valley resources ltd,14,14,"perth, western australia, australia",AU,NA,riftvalleyresources.com.au,NA,-1,more missing 190626
amml,14,14,"gosford, new south wales, australia",AU,NA,amml.com.au,NA,-1,more missing 190626
wa mining club,14,14,"perth, western australia, australia",AU,NA,waminingclub.asn.au,NA,-1,more missing 190626
sdv longwall support,14,14,"paget, queensland, australia",AU,NA,longwallsupport.com.au,NA,-1,more missing 190626
"""azergold"" cjsc",14,14,"baku, baki, azerbaijan",AZ,NA,azergold.az,NA,-1,more missing 190626
aimroc ltd,14,14,"baku, baki, azerbaijan",AZ,NA,aimroc.com,NA,-1,more missing 190626
aluminij d.d. mostar,14,14,"mostar, federation of b&h, bosnia and herzegovina",BA,NA,aluminij.ba,NA,-1,more missing 190626
bekaert,14,14,"kortrijk, west-vlaanderen, belgium",BE,NA,bekaert.com,NA,-1,more missing 190626
sibelco group,14,14,"antwerp, antwerpen, belgium",BE,NA,sibelco.com,NA,-1,more missing 190626
lamifil nv,14,14,"hemiksem, antwerpen, belgium",BE,NA,lamifil.be,NA,-1,more missing 190626
world steel association (worldsteel),14,14,"brussels, brussels hoofdstedelijk gewest, belgium",BE,NA,worldsteel.org,NA,-1,more missing 190626
campine nv,14,14,"beerse, flanders, belgium",BE,NA,campine.be,NA,-1,more missing 190626
messer eutectic castolin benelux,14,14,"enghien, hainaut, belgium",BE,NA,castolin.be,NA,-1,more missing 190626
testas n.v.,14,14,"wommelgem, antwerpen, belgium",BE,NA,testas.be,NA,-1,more missing 190626
thyssenkrupp christon,14,14,"lokeren, oost-vlaanderen, belgium",BE,NA,thyssenkrupp-christon.be,NA,-1,more missing 190626
tenneco automotive europe bvba,14,14,"flanders, new jersey, united states",BE,NA,tenneco.eu,NA,-1,more missing 190626
allard-europe n.v.,14,14,"turnhout, flanders, belgium",BE,NA,allard-europe.com,NA,-1,more missing 190626
coil,14,14,"brussels, brussels hoofdstedelijk gewest, belgium",BE,NA,coil.be,NA,-1,more missing 190626
hafibo nv,14,14,"waregem, west-vlaanderen, belgium",BE,NA,hafibo.be,NA,-1,more missing 190626
european copper institute,14,14,"brussels, brussels hoofdstedelijk gewest, belgium",BE,NA,copperalliance.eu,NA,-1,more missing 190626
campine recycling,14,14,"beerse, flanders, belgium",BE,NA,campinerecycling.be,NA,-1,more missing 190626
fleurs,14,14,"brussels, brussels hoofdstedelijk gewest, belgium",BE,NA,fleurs.ae,NA,-1,more missing 190626
eurometaux,14,14,"brussels, brussels hoofdstedelijk gewest, belgium",BE,NA,eurometaux.eu,NA,-1,more missing 190626
catapa,14,14,"gent, oost-vlaanderen, belgium",BE,NA,catapa.be,NA,-1,more missing 190626
sahara mining services,14,14,"ouagadougou, centre, burkina faso",BF,NA,saharanr.com,NA,-1,more missing 190626
sofia med ad,14,14,"sofia, grad sofiya, bulgaria",BG,NA,sofiamed.bg,NA,-1,more missing 190626
kaolin ad,14,14,"senovo, razgrad, bulgaria",BG,NA,kaolin.bg,NA,-1,more missing 190626
intercom group ltd,14,14,"varna, varna, bulgaria",BG,NA,intercomgroup.bg,NA,-1,more missing 190626
geops-bolkan drilling services ltd.,14,14,"plovdiv, plovdiv, bulgaria",BG,NA,geopsbg.com,NA,-1,more missing 190626
hus ltd.,14,14,"plovdiv, plovdiv, bulgaria",BG,NA,husltd.com,NA,-1,more missing 190626
mini maritsa iztok ead,14,14,"radnevo, stara zagora, bulgaria",BG,NA,marica-iztok.com,NA,-1,more missing 190626
sulb company,14,14,"al hadd, al hadd, bahrain",BH,NA,sulb.com,NA,-1,more missing 190626
quality wire products co w.l.l,14,14,"al hadd, al hadd, bahrain",BH,NA,qualitywire.com.bh,NA,-1,more missing 190626
mineral processing,14,14,"la paz, la paz, bolivia",BO,NA,minpro.com.bo,NA,-1,more missing 190626
vale,14,14,"rio de janeiro, rio de janeiro, brazil",BR,NA,vale.com,NA,-1,more missing 190626
gerdau,14,14,"porto alegre, rio grande do sul, brazil",BR,NA,gerdau.com,NA,-1,more missing 190626
samarco,14,14,"belo horizonte, minas gerais, brazil",BR,NA,samarco.com,NA,-1,more missing 190626
paranapanema s.a.,14,14,"santo andr©, sao paulo, brazil",BR,NA,paranapanema.com.br,NA,-1,more missing 190626
ferbasa,14,14,"pojuca, bahia, brazil",BR,NA,ferbasa.com.br,NA,-1,more missing 190626
cbmm,14,14,"arax°, minas gerais, brazil",BR,NA,cbmm.com.br,NA,-1,more missing 190626
mineraß£o rio do norte,14,14,"belem, para, brazil",BR,NA,mrn.com.br,NA,-1,more missing 190626
mineraß£o taboca s.a.,14,14,"pirapora do bom jesus, sao paulo, brazil",BR,NA,mtaboca.com.br,NA,-1,more missing 190626
ferrous resources do brasil,14,14,"belo horizonte, minas gerais, brazil",BR,NA,ferrous.com.br,NA,-1,more missing 190626
mmx,14,14,"rio de janeiro, rio de janeiro, brazil",BR,NA,mmx.com.br,NA,-1,more missing 190626
termomecanica s£o paulo s.a.,14,14,"s£o bernardo do campo, sao paulo, brazil",BR,NA,termomecanica.com.br,NA,-1,more missing 190626
namisa - nacional min©rios s.a. - csn group,14,14,"ouro preto, minas gerais, brazil",BR,NA,namisa.com.br,NA,-1,more missing 190626
mineraß£o caraba s/a,14,14,"bau, mato grosso, brazil",BR,NA,minacaraiba.com.br,NA,-1,more missing 190626
sinobras - siderrgica norte brasil s.a,14,14,"maraba, para, brazil",BR,NA,sinobras.com.br,NA,-1,more missing 190626
u&m mineraß£o e construß£o s/a,14,14,"matias barbosa, minas gerais, brazil",BR,NA,uem.com.br,NA,-1,more missing 190626
beadell brasil ltd,14,14,"pedra branca do amapari, amapa, brazil",BR,NA,beadellresources.com.au,NA,-1,more missing 190626
mirabela mineraß£o do brasil,14,14,"itagib°, bahia, brazil",BR,NA,mirabela.com.br,NA,-1,more missing 190626
cmoc international brasil,14,14,"cubatao, sao paulo, brazil",BR,NA,cmocbrasil.com,NA,-1,more missing 190626
mirabela mineraß£o do brasil,14,14,"itagib°, bahia, brazil",BR,NA,mirabela.com.au,NA,-1,more missing 190626
highservice corp,14,14,"chile, minas gerais, brazil",BR,NA,highservice.com,NA,-1,more missing 190626
safal steel,14,14,"natal, rio grande do norte, brazil",BR,NA,safalsteel.co.za,NA,-1,more missing 190626
ical industria de calcinaß£o ltda.,14,14,"s£o jos© da lapa, minas gerais, brazil",BR,NA,ical.com.br,NA,-1,more missing 190626
sama mineraßµes associadas,14,14,"minaßu, goias, brazil",BR,NA,sama.com.br,NA,-1,more missing 190626
kinross brasil mineraß£o,14,14,"paracatu, minas gerais, brazil",BR,NA,kinross.com.br,NA,-1,more missing 190626
bemisa - brasil exploraß£o mineral s.a.,14,14,"rio de janeiro, rio de janeiro, brazil",BR,NA,bemisa.com.br,NA,-1,more missing 190626
"arim componentes para fogao, ltda.",14,14,"parnaiba, piaui, brazil",BR,NA,arim.com.br,NA,-1,more missing 190626
tecnored - vale do rio doce,14,14,"pindamonhangaba, sao paulo, brazil",BR,NA,tecnored.com.br,NA,-1,more missing 190626
mineraß£o caraba s/a,14,14,"jaguarari, bahia, brazil",BR,NA,mcsa.com.br,NA,-1,more missing 190626
perfilados rio doce s/a,14,14,"linhares, espirito santo, brazil",BR,NA,perfiladosrd.com.br,NA,-1,more missing 190626
carbinox industria e comercio ltda,14,14,"mogi das cruzes, sao paulo, brazil",BR,NA,carbinox.com.br,NA,-1,more missing 190626
sei consultoria e projetos,14,14,"belo horizonte, minas gerais, brazil",BR,NA,seimg.com.br,NA,-1,more missing 190626
bahia mineraß£o ltda.,14,14,"salvador, bahia, brazil",BR,NA,bamin.com.br,NA,-1,more missing 190626
sampaio distribuidora de aßo s/a,14,14,"califrnia, parana, brazil",BR,NA,sampaio-sa.com.br,NA,-1,more missing 190626
distribuidora cummins minas s/a,14,14,"belo horizonte, minas gerais, brazil",BR,NA,dcml.com.br,NA,-1,more missing 190626
consorcio de aluminio do maranhao - alumar.,14,14,"mau, para, brazil",BR,NA,alumar.com.br,NA,-1,more missing 190626
