name,domain,kovrr_sic,country_code
Dpi Graphics LLC,,73,US_HI
Thomas Gibbon,,73,US_ME
American Legion Post 68 Missoula,,86,US_MT
Josephine L Nehlich,,73,US_SD
urban fitness (roma prati),,80,IT
Huey's Tv,,76,US_DE
Tug Valley Mine Institute,,87,US_WV
G Inafuku,,73,US_HI
Martin Hiraga,,73,US_HI
Landsystems North,,78,US_MT
Robert E Eastman,,73,US_NH
Wildcat Development Inc,,87,US_WV
Arnold Ron Pastor,,73,US_HI
Big Sky Snow Riders,,73,US_MT
National Furniture Services Inc,,76,US_SD
C & E Management Corp,,73,US_NH
Giles Gerald F,,81,US_NH
Chickadee Designs,,73,US_ME
Casey's A T A Blackbelt Academy,,79,US_WV
Mcnutt Wesley A DDS,,80,US_ND
Harold Hazen,,73,US_WY
National Indoor Air Care Corporation,,73,US_DE
Raymond D Shepherd,,73,US_RI
Thomson George G MD,,80,US_NH
Fraternal Order Of Police West Virginia State Lodge,,86,US_WV
Ernest L & Charlene King,,79,US_MT
Bingo Time,,79,US_ME
Keele Linda CPA,,87,US_MT
Advanced Communications,,73,US_RI
Lacewood Group Job Phone,,73,US_NH
Pendleton Drive Partners LLC,,87,US_DC
Cooper Mark S MD,,80,US_ME
St Olaf Lutheran Church,,86,US_ND
Vejov Design Corporation,,73,US_DE
Groom Unit 101,,75,US_ME
Weatherize Northeast,,73,US_ME
Oakbrae Cc,,73,US_DE
Laverne Swanson,,65,US_SD
Bcwa LLC,,73,US_DE
Lafayette Barbershop Jeannie,,72,US_RI
Cats-Community Actor Theatre,,79,US_ND
Lee's Barbershop,,72,US_DC
Patsy's Leasing Corp,,75,US_NH
William Sage,,73,US_DE
Lex,,87,US_DE
Rhode Island Legislature,,73,US_RI
Ken Fiery Fine Arts,,73,US_NH
Financial Consultants,,65,US_WY
American Sharpening Service,,76,US_RI
Joann Business,,73,US_MT
Kenneth P Scribner Sr,,73,US_ME
Mb Pro Landscape Design,,78,US_NH
Carleton Nancy E CPA,,87,US_ME
Georgia Nails,,72,US_RI
Kristina Jessen,,73,US_SD
Wooden Sean S,,81,US_DC
Paul M Khoury Cpa,,87,US_WV
Art Goulis,,73,US_RI
Jma Judgments Inc,,73,US_MT
Cego Solutions Inc,,73,US_RI
Liberty Lutheran Church,,86,US_ND
Wilmington Club For The Deaf Inc,,79,US_DE
Structural Engineers Association Of Verm,,86,US_VT
Sanitation Specialties LLC,,49,US_ND
Journey Enterprises Inc,,73,US_WY
Boom Boom Sportfishing LLC,,79,US_HI
Plg Management L L C,,87,US_NH
Ronald D Lahr,,73,US_MT
Glasgow Lions Service Foundation,,86,US_DE
Wesleeenterprises,,73,US_DE
Michael A Felch,,73,US_NH
Michelle Tanger,,73,US_ME
Greene Jr Oscar H DDS,,80,US_NH
Roger B Atkins,,81,US_HI
Martin Fund Raising,,73,US_DC
Paula Thomas,,73,US_DE
Hamilton Felicia L MD,,80,US_DC
Malarkey Productions Cellular,,78,US_ME
Thomas J Burgess,,73,US_RI
Cag Enterprises LLC,,87,US_WV
newbery chemists,,80,AU
Larry Dean Nelson,,81,US_SD
Horner Nursery & Garden Center,,78,US_WV
Evans Robert N,,81,US_WY
Timmy Woods,,73,US_ME
Monique's Grooming Salon,,75,US_RI
Blum Brian M,,81,US_DC
Benjamin J Dow,,73,US_NH
Walmart One Hour Photo,,73,US_WV
Angel S Enterprises,,87,US_RI
Raymond P Seiders,,73,US_ME
Rainbow Cleaners,,76,US_DE
Data Processors Inc,,87,US_WY
Big Sky Financial Consultants,,87,US_MT
K & J Marketing,,87,US_WV
Froines Law Office,,81,US_MT
Delilah Sewing And Repair,,76,US_ND
Hillsboro Physical Therapy LLC,,80,US_NH
Basin Properties L L C,,65,US_MT
Diane & William Laird,,73,US_NH
George Waterman,,73,US_RI
American Science & Technology,,73,US_WV
Pearl Small Property,,65,US_DE
Topnow Consulting,,87,US_ME
Eby's Auto Service Foreign & Dmstc,,73,US_ME
Karmy Robert J MD,,80,US_WV
Kathleen Kopp,,87,US_NH
Michael Malamisura Md,,80,US_WV
Lapis Software Assoc LLC,,73,US_RI
Dymuss LLC,,73,US_WV
Arcade Inc,,79,US_NH
Jessica Osborne Photography,,72,US_WV
Honor Acad Press,,73,US_DE
Jon N Dagel,,73,US_SD
Outwest Property Doctor LLC,,87,US_MT
Carlson Tree Service,,78,US_SD
Fogarty Brian Disc Jockey Services,,79,US_NH
Raymond W C Wong,,73,US_HI
Beville Ii Norman Beville Ii,,73,US_WY
Reflex Technology,,73,US_NH
Aviation Resource Ents,,87,US_MT
Nutting John MD,,80,US_NH
Digital Surroundings LLC,,76,US_WV
Tourangeau Pamela,,80,US_ME
Bornstein Joe The Law Offices,,81,US_ME
Mcdonald & Karl,,81,US_DC
Judy's Hair Salon,,72,US_HI
Jeremy Ness,,73,US_ND
Bch Marketing LLC,,87,US_RI
Be Be Nails In Walkiki,,72,US_HI
Bradley D Kerner,,81,US_SD
Top To Bottom Home Inspection,,73,US_SD
Swiftwater Group LLC,,73,US_DE
Lahaina Roads Condo,,65,US_HI
Marilyn Unterseher,,73,US_ND
Maximum Technology International,,87,US_NH
Adelizzi-Delan Judith F,,80,US_DE
Kukui Eah/Dgi Associates L P,,65,US_HI
Jason Mayer,,73,US_ND
ebs organisation communication,,79,FR
Hawaii Chinese Language Institute LLC,,87,US_HI
Pinecreek Luxury Apartments,,65,US_WV
Lady Lavender Beauty Spot,,72,US_ME
Smithfield Pubc Works Department,,87,US_RI
Stephen J Atkinson,,73,US_WV
Mustang Acres Assoc,,86,US_WV
Frank L Eldridge,,73,US_NH
Spa Doc LLC,,79,US_HI
Captain Clean,,76,US_ND
avaya singapore pte. ltd.,,73,SG
Terrys Lawn Service,,78,US_ND
Antonio's Lawn Care,,78,US_ME
Tobin Dennis MD,,80,US_NH
Homeport Inspections LLC,,73,US_ME
Schatteles John M MD,,80,US_SD
Manning Jr Edward,,81,US_RI
Upo Acsc Berry Farms Office,,73,US_DC
larsen & toubro infotech norge,,73,NO
Hipnotics Entertainments,,79,US_DC
L&K Enterprises Inc,,73,US_WV
Namaste Studio,,73,US_ME
Evan M Campbell,,73,US_ME
Pelletiers Greenhouse,,52,US_ME
Dannielle N Brown,,73,US_DC
Lepizzera Michael,,81,US_RI
Economic Development Finance Authority,,87,US_SD
Flandreau Bowling Alley,,79,US_SD
Roger Henderson Assoc,,73,US_WV
Emerald Valley Enterprises LLC,,73,US_MT
Lindsey M Archila,,73,US_NH
Sherry J Dillon,,73,US_MT
Charlon Pearls LLC,,73,US_HI
D I Disposal Service Inc,,49,US_DE
Prather Enterprises Home Cleaning,,73,US_WV
baby beau,,80,BE
Sexton Enterprises Inc,,87,US_WV
Lynn Gutzmer,,73,US_ND
Avera Medical Group-Ipswich,,80,US_SD
Century 21 Buffalo Realty Inc,,65,US_WY
Lambert Pam,,81,US_WV
Alexander Lawton Iv,,73,US_VT
K A Mc Donald Picture Framing,,76,US_ME
Lopez Charles,,65,US_ME
Mr Accounting,,87,US_VT
Twelfth Street Cleaners,,53,US_DC
Noblin & Assoc,,87,US_NH
A D Enterprises,,73,US_SD
Marley Heights LLC,,73,US_VT
Fowler Richard A CPA,,87,US_ME
Totally Tubular,,87,US_SD
Three Islands,,73,US_RI
Kathryn Cisco Law Office,,81,US_WV
Niberts Farm,,24,US_WV
Stephen G Boudreau Consulting Services Inc,,87,US_NH
William Cardenas Cardenas,,73,US_WY
Sunbury Prim Care Dba Bfm,,78,US_ME
Jay Longtin Architectural Renovations Ll,,87,US_NH
American Auction,,73,US_MT
Major Delton Enterprises LLC,,73,US_MT
A2Z Auto Repair,,76,US_DE
Donald & Debra Burmeister,,29,US_SD
Bilcom Inc,,73,US_DE
Flood,,73,US_RI
Pryce Jeffrey F,,87,US_DC
Colleen David David,,73,US_WY
Cross Roads Car Cleaning Co,,76,US_NH
mag'ic form,,80,FR
Snotech Inc,,73,US_ME
Brian A Glidden Inc,,73,US_ME
Cwt Midland Travel Service,,47,US_RI
Mauna Kea Mountain Bikes Inc,,79,US_HI
Art Center,,84,US_WV
Ace Lock & Key,,76,US_NH
Mc Laughlin Thomas W,,81,US_DC
Nathan Soriano,,73,US_HI
Fish Window Cleaning,,73,US_DE
Tori Kling Cpa,,87,US_ND
Zimmet Brian M,,81,US_DC
Main Gas,,73,US_ME
Aaa Consultants,,87,US_DE
Bassett & Lowe,,81,US_WV
Cone Clancy L MD,,80,US_MT
David R Janes,,81,US_WV
Horizon Adjustment Inc,,64,US_MT
Eastern Valley Assoc LLC,,87,US_WV
Contney Enterprises LLC,,73,US_RI
Gloucester Light Infantry,,79,US_RI
Northwest Meth Test,,87,US_MT
United For Peace Foundation,,86,US_RI
Janet W Blassingame Law Office,,81,US_DC
Jtb Mobile Marine Repair LLC,,76,US_RI
Forget Me Not Inc,,73,US_SD
Fanelli Investigations LLC,,73,US_WY
Green Mountain Adventure Racing Association,,79,US_VT
Charles Dubose,,73,US_ME
Johnsonsimmediatesolutions LLC,,87,US_DC
teacher housing authority of nsw,,65,AU
Dennis M DE Santis Ltd,,87,US_RI
Enterprism Solutions,,73,US_DE
Roman's Commercial Cleaning Service And Property Maintenance Inc,,73,US_RI
Sweet Enterprises Inc,,87,US_RI
Tri State Advertising & Marketing Services,,87,US_NH
Edoc Ltd,,73,US_NH
Alvin S Hamilton,,73,US_NH
Montana Venture Law Pc,,81,US_MT
Millie Little,,73,US_DE
Tilley Tim,,81,US_WV
James A Brown Private Found Ta Mustard Seed Ministries,,86,US_SD
Big Ole Rock LLC,,73,US_MT
Bornstein Joseph L,,81,US_ME
Nelson Maureen,,81,US_DC
Ireland Solutions,,73,US_VT
f3b (flair for friend bartender) organization,,79,FR
Cd Designs,,73,US_RI
Derivatives Software,,73,US_HI
Robert Connelly & Associates,,87,US_WV
Jacks Repair,,76,US_ND
Thomas E Cathcart Jr,,73,US_HI
health system technologies (pty) ltd,,73,ZA
Luke Repair LLC,,76,US_SD
H2 Consulting LLC,,87,US_ND
Thomas J Trella,,87,US_NH
D W Klusmann,,73,US_MT
William Mills,,73,US_DE
Sacred Serenity Massage,,72,US_DE
Warwick Sportsmen's Assoc,,86,US_RI
America's Express Urgent Care LLC,,80,US_WY
Douglas Gorman,,73,US_ME
Eichorn Law Offices P A,,81,US_ME
Reiber Kurt H DDS,,80,US_WV
Mallon Ranch Co,,21,US_MT
Basil Shadlun,,73,US_DE
The Keller Family,,73,US_NH
Small Wind Advising Ltd,,73,US_ND
Sunrise Baptist Church,,86,US_WY
Marketing Technologies,,87,US_DC
St Ann's Church,,86,US_HI
Craig Vandenbrink,,73,US_SD
Village Cemetery,,65,US_NH
Crane Bernard F,,81,US_DC
Belknap Store,,53,US_MT
N M A Properties LLC,,65,US_HI
Jim S Enge,,21,US_ND
Margaret H Warner,,81,US_DC
Nutshell,,73,US_DC
Weldon Lorrain,,73,US_ME
Mastronardi Janet A,,81,US_RI
H & S Tree Service,,78,US_RI
Thomas J Ruescher D M D P C,,80,US_VT
United Community Baptist Chr,,86,US_ND
Robert Macdonald,,73,US_NH
Family Planning Assoc of Maine,,80,US_ME
Mcsquared Design Usa LLC,,87,US_MT
Mogollon Inc,,79,US_DE
Corey Balfanz Balfanz,,73,US_WY
East Hill Associates LLC,,87,US_RI
Origer Enterprises Inc,,87,US_MT
Deafinitely Accessible,,73,US_DE
Prudential Red Lodge Real Est,,65,US_MT
Artic Breeze Customs,,73,US_MT
Circumpolar Conservation Union,,87,US_DC
West Winds Apartments,,65,US_ND
L & G Small Motor Repair,,76,US_MT
qi concepts,,73,NL
Sandstrom Theodore D,,81,US_DE
Edward L & C J Hager,,73,US_WV
Ochs Brian A,,81,US_DC
Maureens Cleaning Service,,73,US_RI
Heritage Ranch Llp,,29,US_ND
Bioeconomics Inc,,87,US_MT
Aakres Of Green Grass,,78,US_MT
Anderson Graphics,,73,US_MT
Law Office Of Terry L Fox,,81,US_NH
International Reading Association Inc,,86,US_SD
Stanley Steemer Carpet Cleaner,,72,US_WV
Jaeger Enterprises,,87,US_MT
Rendezvous Consulting Group LLC,,87,US_DC
Channels Of Health,,80,US_ND
Kona Lua Inc,,73,US_HI
Petrucci Mail Order,,86,US_RI
Tipton Law Offices,,81,US_WV
Farm/Ranch,,29,US_SD
Kermit E Wimer,,73,US_WV
Donahue,,73,US_ME
Alan M Cyr,,73,US_ME
New Hampshire Knee Center,,80,US_NH
USA Repair LLC,,59,US_DE
Mediation Solutions LLC,,73,US_HI
Herrera Lemual Md Office,,80,US_DE
Laubach Gwydion,,73,US_VT
Cc's Housekeeping,,73,US_NH
Bull Mountain Hunting Club,,79,US_MT
Delta Kappa Gamma Society Internatonal,,86,US_WV
Adel Shukri Shl,,73,US_RI
Carpenter Handyman For Hire,,72,US_ME
Mjs Communications,,87,US_RI
Stagg Barbara L MD,,80,US_WV
Wyoming Legal Nurse Resources,,87,US_WY
Robert Bishop,,73,US_MT
Gray & Johnson Pllp,,81,US_MT
Rothrock Aubrey A,,81,US_DC
Country Oil Burner Service,,76,US_NH
Beaumont Farms,,25,US_WV
Vanorny Tree Service,,78,US_SD
Palm Labs LLC,,73,US_NH
Kelly Patrick J,,81,US_MT
St Edmunds Church,,86,US_WY
Chefs To You LLC,,73,US_HI
Gsausda,,73,US_SD
Viking Lumber Inc,,73,US_ME
Fisher Cheryl A,,81,US_WV
William Lewis Nelson,,73,US_MT
Keith's Video,,78,US_ME
M V P Property Management,,65,US_SD
S Katherine Boxwell And Edwin P Churchill Wv Scholarship Fund,,86,US_WV
M P Properties LLC,,65,US_WV
Sathers Building,,72,US_ND
Turner Julie R,,80,US_WV
Donna Phinney Bookkeeping Services,,87,US_ME
Alley Gals,,72,US_NH
Rsl Resources LLC,,87,US_WY
David Vroom,,73,US_ME
Aerus Asb Enterprise,,73,US_ME
Mccormick David J,,80,US_RI
Plum Cleaning,,76,US_ND
Putala Strategies,,87,US_DC
M W Lane,,73,US_WV
Irene S Yamamoto Inc,,80,US_HI
Dj & J Hair LLC,,72,US_WV
Ms Air LLC,,73,US_WV
Lauras Cleaning,,76,US_NH
United Church Of Christ,,86,US_WY
Keystone Apostolic Church,,86,US_WV
Micah R Bredberg,,73,US_SD
Delaware Title Loans,,65,US_DE
Dalton Bros Garbage & Disposal,,49,US_WV
Cultural Center Rosacruz Amorc Washington D C,,86,US_DC
Up Your Assets Inc,,87,US_HI
Mark Winder,,73,US_DE
Justin Honrath,,73,US_ND
Robyn Hatch Photographer,,72,US_NH
Gerald Thovson,,73,US_SD
Perry Thibodeau,,73,US_ME
Trudo Karen,,80,US_ME
Donna King Bookkeeping Services,,87,US_ME
Grace Mederano Inc,,80,US_HI
Und Haunted Lab,,73,US_ND
Maurice Poirier Oil Burner Service,,76,US_ME
Michael C Monaghan,,73,US_ME
saban theater,,79,ES
J Kent Rutledge Attorney,,81,US_WY
Scott Ivey,,87,US_SD
Pacific Pest Management,,73,US_HI
Church-Living Streams Fllwshp,,86,US_WY
Bryant Detailing Project,,75,US_DE
Gleaming Housecleaning,,73,US_NH
French B Smith,,25,US_WV
Sally A Filipek,,73,US_SD
Alan Lovitch Design,,73,US_ME
Mesabi Inc,,65,US_VT
Saldanha Enterprises Inc,,87,US_SD
Robbie Paynter,,73,US_WV
Morris Gary S,,81,US_DC
Jodi C Remer,,73,US_DC
Norris J Widow,,73,US_SD
Dawson & Daughters,,73,US_DE
Hart Public Policy,,87,US_ME
William E Galloway Attorney Res,,81,US_WV
Biophysic Assay Lab Inc,,87,US_RI
Maid Brigade,,73,US_NH
Prime Diesel Power LLC,,76,US_HI
J N R Construction,,76,US_NH
woonmaatschappij hestia groep,,65,NL
Barbara & Stephen Fallat,,73,US_DE
Lowell Faith,,80,US_VT
Add Properties LLC,,65,US_ND
Habra Mouhammed A Md Seaford,,80,US_DE
Foreman's Trailer Sales,,76,US_WY
Cooper & Associates LLC,,81,US_DC
Faith Link Inc,,73,US_DC
St Mary's Minot Avenue Lab,,87,US_ME
Purofirst Of Western Maine,,78,US_ME
Glorious Church Of God,,86,US_WV
George S Vcr Repair,,76,US_NH
Jeffrey A Arnold,,87,US_WV
Schuman Janice,,80,US_SD
Anthony Vinton,,73,US_VT
Southern Hills Photography,,72,US_SD
premium beverages pty ltd,,73,ES
L Cor Inc,,87,US_DE
Brennan Ta,,73,US_NH
Hanson And Granley True Value,,76,US_MT
Edgar Martinez,,73,US_NH
Modern Systems Inc,,73,US_SD
Grand Strategies Incorporated,,73,US_DC
Gene H Thompson,,73,US_ND
Burrows Richard H,,81,US_RI
Starr Brandie Marketing Corp,,87,US_WV
Island Business Solutions Inc,,73,US_HI
A J's Decorative Walls,,73,US_DE
1000 30 1 Cutz,,72,US_RI
Patrick Schmitz,,73,US_ND
Thinkin Ink Studio of Tattoo,,72,US_WV
Gutsell Linda M,,81,US_WV
Wj Enterprises Inc,,87,US_HI
Kathleen Galliger,,73,US_ND
Dwight M Kitzan,,73,US_ND
Jack Burke,,73,US_NH
Lee's Grooming,,75,US_WV
Jehovah's Witnesses Kekaha hi,,86,US_HI
service hydrographique du canada (mpo),,73,CA
Robert P Keiner Law Offices,,81,US_VT
Counseling Resources Professionals Inc,,80,US_RI
Brilliance Auto Wash LLC,,75,US_DE
Jeffrey T Radigan,,73,US_SD
Maintenance Service LLC,,76,US_DC
Christopher Karns,,81,US_DC
Nguyen Thu MD,,80,US_HI
instituto de tecnologia da informação e comunicação do estado do espirito santo (prodest),,73,BR
Yves Delorme,,73,US_DC
Kohler Michael,,81,US_DC
Kenneth M Wolfslau,,73,US_MT
Rapmullet,,73,US_NH
Mccann Christy S,,81,US_MT
Allison Law Office Bruce Allison,,81,US_MT
Havre Trap Club,,79,US_MT
Tim & Robin Belanger,,73,US_ME
Timothy Grabinger,,73,US_ND
nephrocare occitanie,,80,FR
Jay S Lawncare Landscape,,78,US_RI
Ked T Messer,,73,US_WV
Meineke Car Care Center Of Johnston,,75,US_RI
Gary's Tree Removal,,78,US_ND
The Rusty Moose,,86,US_VT
George Dinsmore Corp,,65,US_NH
Terra Nova Enterprises,,65,US_DC
Devil's Sledders Inc,,79,US_ME
Riverside Communications Inc,,87,US_ND
Terry J Brackett,,73,US_ME
John J Juba,,73,US_ND
Behind The Pines Fitness,,79,US_WY
Lojec Limited Liability Company,,80,US_DC
medilinx,,73,FR
Fuerst Welding Service,,34,US_SD
Tregar Rosemary,,80,US_RI
Mgm Locksmith,,76,US_DC
Willing Heart Community Church,,86,US_DC
Tertia M Freas Cpa,,87,US_HI
Bess Marine Photography,,72,US_ME
Michael Photog Temchine,,72,US_DC
Hummingbird Car Wash Llp,,75,US_ND
Bill Gordon & Assoc,,81,US_DC
Retus M Ramsey,,73,US_WV
Jeffrey J Johndro,,73,US_ME
Shannon Mcdermott,,73,US_ND
Rusty's Club Repair,,76,US_HI
Roy H Tunick Consulting,,87,US_WV
Debra R Wentworth,,73,US_ME
Pointers Dog Training,,75,US_NH
Quinton Court Apartments,,65,US_WV
Willow Creek Kennel Inc,,75,US_WV
Advanced Landscaping,,78,US_HI
Michael's Lawn Care Inc,,78,US_RI
Imagine Marketing Management LLC,,87,US_HI
Commercial Radon,,73,US_NH
Kuhn Glen,,86,US_WV
Jgs Management & Integration,,87,US_ME
Ccst Employment,,73,US_SD
stichting trekkerslep hooghalen,,79,NL
Keiner R Bruce,,73,US_DC
Jwh Enterprises LLC Dba Sears Authorized Retail D,,87,US_WV
Woodfield Apartments,,65,US_DE
Knothe Charles S,,81,US_DE
Powercon Technologies Inc,,73,US_DE
Best Family Cleaning Comp,,76,US_ME
chaudhary lifespace,,65,IN
Malissa A Thomas,,73,US_SD
Cutter Creek Designs,,87,US_NH
Wellness Arts Workshops Inc,,80,US_HI
Sun West Ranch Sales,,29,US_MT
Clark Jeffers Jr,,73,US_NH
Cornelison Sih,,73,US_WV
Felix J Stone,,73,US_VT
Weldone Welding,,76,US_MT
Dolloff Catherine,,64,US_ME
Dmw Real Estate LLC,,65,US_DE
Ellen Connorton,,73,US_DC
Beins Axelrod & Gleason & Gibson Pc,,81,US_DC
Frank Gorke Jr,,73,US_ME
Sokohl Robert E,,81,US_DC
Liberty Baptist Church,,86,US_ND
Sweet Dream Nail Salon,,72,US_RI
John Detrick Detrick,,73,US_WY
terp asia construction corporation,,65,PH
Colafrancesco & CO,,87,US_RI
Lawrence Arch Or,,73,US_WV
Albert G Ayre Esq,,81,US_ME
Steve Goodroe,,73,US_VT
Lakat Enterprises,,73,US_DE
Patrick Carroll Carroll,,73,US_WY
Robert L Vogler,,73,US_WV
Shorty's Management Group,,87,US_NH
Finchk,,73,US_NH
Kelly & Robert M Lallo,,73,US_RI
John Crowley Boiler Works LLC,,87,US_DC
Peter J Barrett Funeral Home,,72,US_RI
Thomas Wagener Land Surveyor,,87,US_VT
Heavenly Home Interiors,,73,US_NH
Geria Veejay N MD,,80,US_DE
The Corp Of Church Of Christ Latter-Day St,,86,US_HI
Cutler Mills Acupuncture,,80,US_RI
Huntington Ironton Empowerment Zone,,87,US_WV
combat logistics battalion 8,,80,ES
Moody Thomas H,,81,US_VT
Michael J Arsenault,,87,US_NH
City Church of Christ Kanawha,,86,US_WV
Pioneer Marketing LLC,,87,US_NH
Robin A Smith,,73,US_WV
Brewster Day Camp,,79,US_RI
Kestell James L & Associate,,81,US_DC
Rachel Forcier,,87,US_NH
Kcp Consult,,87,US_VT
Pearl Harbor Survivors Association Inc,,86,US_DE
Taylor Photography of Kailua,,72,US_HI
Wvu Hospitals Phys & Service,,73,US_WV
Royal River Veterans Of Foreign Wars Post 10529,,86,US_ME
Transpacific Valuation Inc,,65,US_HI
Uldis Vanags Health Physicist,,80,US_ME
Yu Jeannie H MD,,80,US_DC
Hilmes & Assoc,,87,US_MT
National Association-Bond,,81,US_DC
Heimendinger Mark E,,81,US_DC
Havre Refregiration Inc,,76,US_MT
Justin H Long Inc,,91,US_ME
Benchmark Professional Seminar,,87,US_DE
Christianson Blain L & Assoc,,87,US_ND
Bea Callaham Agency,,64,US_WY
Four Dot Meadows Equine Station,,79,US_MT
Reiner Ashley A,,80,US_SD
Agusti Filiberto,,81,US_DC
Rifkind Marc H,,81,US_DC
Erickson Judith,,80,US_VT
Church of the Holy Cross,,86,US_HI
Atlantic Coast Power Sweep,,49,US_DE
David Strater,,73,US_ME
Virginia Spirito,,73,US_DE
Creative Works International,,73,US_RI
Guarino Robyn Law Office,,81,US_NH
Pups N Cuts LLC,,75,US_WV
Soucek Elizabeth L,,81,US_DE
Jackson Cannon & Johnson Accounting Service,,87,US_DC
My Moms Mall Com,,73,US_WV
Picasso Salon & Day Spa,,79,US_WV
Handran's Insurance,,64,US_MT
B&B Consulting Group LLC,,87,US_NH
C & R Cleaners & Laundry,,72,US_ND
W E Shelley & Associates Inc,,73,US_DE
William Marshall,,73,US_SD
Mark Luedke,,73,US_NH
Roskoski Matthew K,,81,US_DC
Geoffrey Smith,,87,US_ME
Manarola Technology Inc,,73,US_HI
Johnlush Net Inc,,73,US_WY
Hush Entertainment,,79,US_ND
Advantage Entertainment,,87,US_NH
ovalsys,,73,CA
Buckson,,73,US_DE
Seetharam Ram & Shobha Seetharam,,73,US_DE
Northeast Resource Recovery Association,,87,US_NH
Mr Lawn,,78,US_ND
Nester David M,,81,US_DC
Mary P Ewer,,76,US_MT
Emily W Streett,,73,US_DC
Tannery,,72,US_MT
Laura Lloyd,,73,US_WV
Thaler Steven C,,81,US_HI
Laser Enterprises,,87,US_WV
Sp Plus Corporation,,75,US_DC
Family First Pest Service,,73,US_VT
Richard A Watts Inc,,73,US_VT
Fens Alice,,80,US_WV
Equifax Inc,,73,US_SD
Rose's Tours,,47,US_HI
Teresa A Ferry,,73,US_ND
Wyoming Business Leadership Network,,87,US_WY
Paul M Smith,,73,US_SD
Spurs,,73,US_WV
William A & Mary Ann Beeks,,73,US_ND
Delashaw Clinton MD,,80,US_ME
"tridel technologies, inc.",,73,PH
Wanda L Bennett,,73,US_ME
Cole Donald D,,81,US_MT
Wagw Enterprises LLC,,73,US_NH
Ernesto Rodriguez Jurado,,78,US_DE
Jeml Enterprises Inc,,73,US_ME
A-Bies Tree Service LLC,,78,US_ME
Deborah Levesque,,73,US_ME
Muddy River Terriers,,75,US_NH
Sorenson Architectural Rndrng,,73,US_MT
Hood Cleaning CO,,73,US_HI
Legandary Cuts,,72,US_DE
Process Servers Exclusive LLC,,73,US_HI
Glover Helsper & Rasmussen,,81,US_SD
Simonsays Personal Training,,79,US_DE
Studio Rgb LLC,,73,US_VT
Solutions Design Inc,,87,US_ND
Jacob's Crossing Owners Assoc,,86,US_MT
Bitterroot Motors,,73,US_MT
Visiting Nurse Services At Memorial Hosp,,73,US_RI
New Image Tint & Graphics LLC,,73,US_WV
Setness Wall Systems Inc,,73,US_SD
Dahl Jason DDS,,80,US_ND
2100 Properties LLC,,65,US_HI
Jpf Massage Therapy,,80,US_DE
Boyd Batman,,21,US_WV
Aflac Insurance Nichole Egeberg Bernsdor,,64,US_ND
ontario ministry of energy,,65,ES
West Warwick Parks & Rec Department,,79,US_RI
Kkona Surgery Center,,80,US_HI
H C Haynes Inc,,73,US_ME
Lobley Jennifer E,,80,US_RI
55 Old Beach Rd LLC,,73,US_NH
Maralina Corporation,,87,US_DE
N East Midwest Cngrssnl Coaltn,,86,US_DC
Bay Shore Antique Refinishing,,76,US_DE
B&R Associates,,65,US_DC
Darlene Mcgarrigle,,73,US_ME
Alex Brown & Sons Inc,,64,US_DC
Precision Piano,,76,US_ME
Stephen Brackin,,73,US_DE
Manchester Community Garden And Education Center,,83,US_NH
Powell Refrigeration Inc,,76,US_ME
Erdman Funeral Homes,,72,US_ND
Western Valley Enterprise,,73,US_SD
F Winifred,,72,US_ND
Timothy Donald Hertel,,73,US_ND
Cahill Post Vfw 646,,86,US_RI
Harrington Interiors,,73,US_SD
Blue Tangerine,,72,US_MT
Justin Schwartz,,73,US_MT
William E Messer Jr,,73,US_WV
Thomas J Hill,,73,US_WV
Moes Taekwondo,,79,US_ME
Marc R Thibodeau,,73,US_ME
Tim J Hofer,,73,US_SD
Balanced Therapeutic Massage,,80,US_ND
Meador Bookkeeping System,,87,US_WV
Sharon Kay Wilhelmy,,73,US_HI
Bangor Braces,,80,US_ME
Bathtub Man,,76,US_NH
Nakamura Jason MD,,80,US_HI
Rjn Enterprises LLC,,73,US_SD
Reginald A Arakawa,,80,US_HI
Nicholas County Prosecutors Office,,81,US_WV
signous,,73,DK
Rec World Advertising,,73,US_SD
John H Carnahan,,81,US_VT
Lloyd D Iglehart Law Office,,81,US_DC
Pgv Enterprises LLC,,87,US_MT
Scott Botner,,73,US_ND
Cozad Fredric R,,81,US_SD
Quanet Solutions Inc,,73,US_SD
Potter & Assoc,,87,US_ME
Gulc Sport And Fitness Center,,81,US_DC
Pearson Gail D MD,,80,US_DC
Rosearil Marie MD,,80,US_NH
Auto Ambulance Tow Service,,75,US_MT
C & R Repair,,76,US_ND
Roane General Hospital Foundation Inc,,73,US_WV
Benefis Medical Group,,80,US_MT
Lazy K Framing,,76,US_WY
Elwin Neill,,24,US_VT
University Family Medicine,,80,US_WV
DE Vera Joseph M MD,,80,US_NH
Siedentop Perr Lenore,,81,US_WY
Jaxie Corporation,,73,US_HI
Sugar Valley Cycle,,76,US_WY
Edmund Acierto,,73,US_HI
Richcar Ltd,,73,US_HI
ncsa sector naples,,73,IT
Bellowod Lori,,80,US_ME
Public Review Board of Hereiu,,81,US_DC
Arthur A Peek,,73,US_DE
Oahu Transcription Service,,73,US_HI
Body Shop Fitness Center,,72,US_ND
Sjb Neurosurgery P C,,80,US_WY
Church of the Valley,,86,US_MT
Liberty Row Condo Assoc,,86,US_DC
happyfeet,,80,BE
Sewing Place,,72,US_ME
